,label,message,length
3956,ham,"['knew', 'U', 'slept', 'v', 'late', 'yest', 'Wake', 'late']",52
3957,ham,"['Haha', 'dont', 'angry', 'Take', 'practice', 'real', 'thing']",84
3958,ham,"['one', 'day', 'training']",33
3959,ham,"['could', 'kiss', 'feel', 'next']",42
3960,ham,"['nice', 'day', 'dear']",24
3961,ham,"['sent', 'lanre', 'fakeyes', 'Eckankar', 'details', 'mail', 'box']",54
3962,ham,"['dad', 'back', 'ph']",23
3963,spam,"['specially', 'selected', 'receive', '3000', 'award', 'Call', '08712402050', 'lines', 'close', 'Cost', '10ppm', '16', 'TCs', 'apply', 'AG', 'Promo']",137
3964,ham,"['ask', 'say', 'please', 'message']",45
3965,ham,"['e', 'timing', 'go', 'w', 'u', 'lor']",37
3966,ham,"['Love', 'aathilove', 'u', 'lot']",28
3967,ham,"['callin', 'say', 'hi', 'Take', 'care', 'bruv']",44
3968,spam,"['valued', 'Vodafone', 'customer', 'computer', 'picked', 'win', '£150', 'prize', 'collect', 'easy', 'call', '09061743386']",134
3969,ham,"['u', 'turn', 'heater', 'heater', 'set', 'ltgt', 'degrees']",73
3970,ham,"['Thanks', 'message', 'really', 'appreciate', 'sacrifice', 'Im', 'sure', 'process', 'direct', 'pay', 'find', 'way', 'back', 'test', 'tomorrow', 'Im', 'class', 'wonderful', 'day']",202
3971,ham,"['Thats', 'trouble', 'classes', 'go', 'well', 'youre', 'due', 'dodgey', 'one', '…', 'Expecting', 'mine', 'tomo', 'See', 'recovery', 'time', 'place']",138
3972,spam,"['Free', 'video', 'camera', 'phones', 'Half', 'Price', 'line', 'rental', '12', 'mths', '500', 'cross', 'ntwk', 'mins', '100', 'txts', 'Call', 'MobileUpd8', '08001950382', 'Call2OptOut674']",146
3973,ham,"['WOT', 'U', '2', 'J']",13
3974,ham,"['Night', 'night', 'see', 'tomorrow']",29
3975,ham,"['Roger', 'We‘re', 'probably', 'going', 'rem', '20']",51
3976,ham,"['u', 'think', 'girl', 'propose', 'u', 'today', 'seing', 'ur', 'bloody', 'funky', 'shit', 'fucking', 'faceasssssholeeee']",132
3977,ham,"['wish', 'u', 'feel', 'alone']",35
3978,spam,"['Great', 'NEW', 'Offer', 'DOUBLE', 'Mins', 'DOUBLE', 'Txt', 'best', 'Orange', 'tariffs', 'get', 'latest', 'camera', 'phones', '4', 'FREE', 'Call', 'MobileUpd8', 'free', '08000839402', '2stoptxt', 'TCs']",160
3979,ham,"['Reason', 'team', 'budget', 'available', 'last', 'buy', 'unsold', 'players', 'base', 'rate']",96
3980,ham,"['CERI', 'U', 'REBEL', 'SWEET', 'DREAMZ', 'LITTLE', 'BUDDY', 'C', 'YA', '2MORO', 'NEEDS', 'BLOKES']",73
3981,spam,"['ringtoneking', '84484']",18
3982,ham,"['Huh', 'cant', 'thk', 'oredi', 'many', 'pages']",55
3983,ham,"['frens', 'go', 'lor', 'alone', 'wif', 'mum', 'n', 'sis', 'lor']",60
3984,ham,"['Nationwide', 'auto', 'centre', 'something', 'like', 'Newport', 'road', 'liked']",83
3985,ham,"['Hey', 'missed', 'tm', 'last', 'night', 'phone', 'charge', 'smiles', 'meeting', 'friend', 'shortly']",111
3986,ham,"['Whatever', 'juliana', 'whatever', 'want']",40
3987,ham,"['Friendship', 'game', 'play', 'word', 'say', 'doesnt', 'start', 'March', 'ends', 'May', 'tomorrow', 'yesterday', 'today', 'e']",141
3988,spam,"['Ringtone', 'Club', 'Gr8', 'new', 'polys', 'direct', 'mobile', 'every', 'week']",63
3989,ham,"['Hello', 'Sort', 'town', 'already', 'dont', 'rush', 'home', 'eating', 'nachos', 'let', 'know', 'eta']",104
3990,ham,"['Ok', 'lor', 'Anyway', 'thk', 'cant', 'get', 'tickets', 'cos', 'like', 'quite', 'late', 'already', 'U', 'wan', '2', 'go', 'look', '4', 'ur', 'frens', 'Darren', 'wif']",133
3991,spam,"['Bank', 'Granite', 'issues', 'StrongBuy', 'EXPLOSIVE', 'PICK', 'MEMBERS', '300', 'Nasdaq', 'Symbol', 'CDGT', '500', 'per']",137
3992,ham,"['way', 'ur', 'home']",26
3993,ham,"['Dizzamn', 'aight', 'Ill', 'ask', 'suitemates', 'get', 'back']",53
3994,ham,"['Nimbomsons', 'Yep', 'phone', 'knows', 'one', 'Obviously', 'cos', 'thats', 'real', 'word']",70
3995,ham,"['love', 'cuddle', 'want', 'hold', 'strong', 'arms', 'right']",67
3996,ham,"['R', 'u', 'continent']",22
3997,ham,"['Well', 'pay', 'like', 'ltgt', 'yrs', 'difficult']",63
3998,spam,"['Bored', 'housewives', 'Chat', 'n', 'date', '08717507711', 'BTnational', 'rate', '10pmin', 'landlines']",95
3999,spam,"['tried', 'call', 'reply', 'sms', 'video', 'mobile', '750', 'mins', 'UNLIMITED', 'TEXT', 'free', 'camcorder', 'Reply', 'call', '08000930705', 'Del', 'Thurs']",143
4000,ham,"['Kkwhen', 'give', 'treat']",33
4001,spam,"['2nd', 'time', 'tried', 'contact', 'u', 'U', '£400', 'prize', '2', 'claim', 'easy', 'call', '087104711148', '10p', 'per', 'minute', 'BTnationalrate']",158
4002,ham,"['Hes', 'gonna', 'worry', 'nothing', 'wont', 'give', 'money', 'use']",74
4003,ham,"['get', 'gift', 'year', 'didnt', 'get', 'anything', 'bad']",60
4004,ham,"['somewhere', 'beneath', 'pale', 'moon', 'light', 'someone', 'think', 'u', 'dreams', 'come', 'true', 'goodnite', 'amp', 'sweet', 'dreams']",144
4005,ham,"['Well', 'theres', 'pattern', 'emerging', 'friends', 'telling', 'drive', 'come', 'smoke', 'telling', 'Im', 'weed', 'fiendmake', 'smoke', 'muchimpede', 'things', 'see', 'Im', 'hesitant']",220
4006,ham,"['ow', 'u', 'deyi', 'paid', '60400thousadi', 'told', 'u', 'would', 'call']",55
4007,ham,"['IM', 'FINE', 'BABES', 'AINT', '2', 'MUCH', 'THO', 'SAW', 'SCARY', 'MOVIE', 'YEST', 'QUITE', 'FUNNY', 'WANT', '2MRW', 'AFTERNOON', 'TOWN', 'MALL', 'SUMTHINxx']",127
4008,ham,"['Im', 'reaching', 'home', '5', 'min']",27
4009,ham,"['Forgot', 'working', 'today', 'Wanna', 'chat', 'things', 'ok', 'drop', 'text', 'youre', 'free', 'bored', 'etc', 'ill', 'ring', 'Hope', 'well', 'nose', 'essay', 'xx']",162
4010,ham,"['Ha', 'must', 'walk', 'everywhere', 'Cannot', 'take', 'tram', 'cousin', 'said', 'walk', 'vic', 'market', 'hotel']",112
4011,spam,"['Wan2', 'win', 'MeetGreet', 'Westlife', '4', 'U', 'm8', 'currently', 'tour', '1Unbreakable', '2Untamed', '3Unkempt', 'Text', '12', '3', '83049', 'Cost', '50p', 'std', 'text']",161
4012,spam,"['Please', 'call', 'customer', 'service', 'representative', 'FREEPHONE', '0808', '145', '4742', '9am11pm', 'guaranteed', '£1000', 'cash', '£5000', 'prize']",147
4013,ham,"['Discussed', 'mother', 'ah']",30
4014,ham,['Ok'],3
4015,ham,"['Sorry', 'cant', 'text', 'amp', 'drive', 'coherently', 'see', 'twenty']",61
4016,spam,"['receiving', 'weeks', 'Triple', 'Echo', 'ringtone', 'shortly', 'Enjoy']",73
4017,ham,"['place', 'get', 'rooms', 'cheap']",39
4018,ham,"['Eek', 'thats', 'lot', 'time', 'especially', 'since', 'American', 'Pie', 'like', '8', 'minutes', 'long', 'cant', 'stop', 'singing']",103
4019,ham,"['GRAN', 'ONLYFOUND', 'AFEW', 'DAYS', 'AGOCUSOON', 'HONI']",44
4020,spam,"['Uve', 'selected', 'stay', '1', '250', 'top', 'British', 'hotels', 'NOTHING', 'Holiday', 'valued', '£350', 'Dial', '08712300220', 'claim', 'National', 'Rate', 'Call', 'Bx526', 'SW73SS']",158
4021,ham,"['University', 'southern', 'california']",34
4022,ham,"['pick', 'rayan', 'macleran']",37
4023,ham,"['U', 'gd', 'lor', 'go', 'shopping', 'got', 'stuff', 'U', 'wan', '2', 'watch', 'infernal', 'affairs', 'Come', 'lar']",89
4024,ham,"['Well', 'Balls', 'Time', 'make', 'calls']",31
4025,ham,"['Wat', 'time', 'ü', 'wan', 'today']",21
4026,ham,"['ltgt', 'mca', 'conform']",36
4027,ham,"['Oh', 'ok', 'Wats', 'ur', 'email']",23
4028,ham,"['Yes', 'princess', 'going', 'make', 'moan']",45
4029,ham,"['Lol', 'ok', 'didnt', 'remember', 'til', 'last', 'nite']",42
4030,ham,"['…', 'anyway', 'many', 'good', 'evenings', 'u']",38
4031,ham,"['Cool', 'Ill', 'text']",28
4032,ham,"['Sorry', 'vikky', 'im', 'Watching', 'olave', 'mandara', 'movie', 'kano', 'trishul', 'theatre', 'wit', 'frnds']",84
4033,ham,"['Im', 'happy', 'babe', 'Woo', 'hoo', 'party', 'dude']",52
4034,ham,"['taking', 'italian', 'food', 'pretty', 'dress', 'panties']",78
4035,ham,"['Wot', 'u', '2', 'Thout', 'u', 'gonna', 'call', 'Txt', 'bak', 'luv', 'K']",54
4036,spam,"['CHOSEN', 'RECEIVE', '£350', 'AWARD', 'Pls', 'call', 'claim', 'number', '09066364311', 'collect', 'award', 'selected', 'receive', 'valued', 'mobile', 'customer']",158
4037,ham,['holding'],23
4038,ham,"['Dont', 'flatter', 'Tell', 'man', 'mine', 'two', 'pints', 'carlin', 'ten', 'minutes', 'please']",93
4039,ham,"['Hope', 'scared']",24
4040,ham,"['cant', 'pick', 'phone', 'right', 'Pls', 'send', 'message']",51
4041,ham,"['Im', 'home', 'n', 'ready']",22
4042,spam,"['Please', 'call', 'customer', 'service', 'representative', 'FREEPHONE', '0808', '145', '4742', '9am11pm', 'guaranteed', '£1000', 'cash', '£5000', 'prize']",147
4043,ham,"['time', 'u', 'get']",23
4044,ham,"['literally', 'bed', 'like', 'ltgt', 'hours']",65
4045,ham,"['Yes', 'reg', 'Ciao']",21
4046,ham,"['mean', 'website', 'Yes']",29
4047,spam,"['Win', '£1000', 'cash', 'prize', 'prize', 'worth', '£5000']",45
4048,spam,"['Thanks', 'ringtone', 'order', 'reference', 'number', 'X49Your', 'mobile', 'charged', '450', 'tone', 'arrive', 'please', 'call', 'customer', 'services', '09065989182']",156
4049,ham,"['Lol', 'could', 'starve', 'lose', 'pound', 'end', 'day']",66
4050,ham,"['Yeah', 'thats', 'impression', 'got']",32
4051,ham,"['Ok', 'ok', 'take', 'care', 'understand']",34
4052,ham,"['Motivate', 'Behind', 'every', 'darkness', 'shining', 'light', 'waiting', 'find', 'Behind', 'every', 'best', 'friend', 'always', 'trust', 'love', 'BSLVYL']",153
4053,ham,"['Ya', 'ok', 'dinner']",23
4054,ham,"['slept', 'timeyou']",32
4055,ham,"['dont', 'make', 'ne', 'plans', 'nxt', 'wknd', 'coz', 'wants', 'us', 'come', 'ok']",69
4056,ham,"['school', 'starting', 'stay', 'Whats', 'weather', 'like', 'food', 'social', 'support', 'system', 'like', 'friends', 'school', 'things', 'important']",180
4057,ham,"['Ha', 'ha', 'nan', 'yalrigu', 'heltiniIyo', 'kothi', 'chikku', 'u', 'shared', 'many', 'things', 'wit', 'meso', 'far', 'didnt', 'told', 'body', 'even', 'uttered', 'word', 'abt', 'u', 'ur', 'trusting', 'much', 'tell', 'others', 'Plz', 'nxt', 'time', 'dont', 'use', 'words', 'meok', 'chikkuB']",255
4058,ham,"['Noice', 'Text', 'youre']",31
4059,ham,"['Hi', 'di', 'yijue', 'meeting', '7', 'pm', 'esaplanade', 'tonight']",59
4060,spam,"['Moby', 'Pub', 'QuizWin', '£100', 'High', 'Street', 'prize', 'u', 'know', 'new', 'Duchess', 'Cornwall', 'Txt', 'first', 'name', '82277unsub', 'STOP', '£150', '008704050406', 'SP']",154
4061,spam,"['weeks', 'SavaMob', 'member', 'offers', 'accessible', 'call', '08709501522', 'details', 'SavaMob', 'POBOX', '139', 'LA3', '2WU', '£150week', 'SavaMob', 'offers', 'mobile']",158
4062,ham,"['Aight', 'Ive', 'set', 'free', 'think', 'could', 'text', 'blakes', 'address', 'occurs', 'Im', 'quite', 'sure', 'Im', 'thought']",138
4063,ham,"['Hi', 'dear', 'saw', 'dear', 'happy', 'battery', 'low']",67
4064,ham,"['ages', 'Hows', 'abj']",37
4065,ham,"['Prof', 'passed', 'papers', 'sem', 'congrats', 'Student', 'Enna', 'kalaachutaarama', 'Prof', 'Gud', 'mrng']",122
4066,ham,"['Dont', 'kick', 'coco', 'hes']",29
4067,ham,"['Fyi', 'Im', 'gonna', 'call', 'sporadically', 'starting', 'like', 'ltgt', 'bc', 'doin', 'shit']",97
4068,spam,"['contacted', 'Dating', 'Service', 'someone', 'know', 'find', 'call', 'mobile', 'landline', '09064017305', 'PoBox75LDNS7']",149
4069,spam,"['TBSPERSOLVO', 'chasing', 'us', 'since', 'Sept', 'for£38', 'definitely', 'paying', 'thanks', 'information', 'ignore', 'Kath', 'Manchester']",140
4070,ham,"['Hope', 'you\x92re', 'much', 'fun', 'without', 'see', 'u', 'tomorrow', 'love', 'jess', 'x']",75
4071,ham,"['Ok', 'wont', 'call', 'disturb', 'one', 'know', 'avoiding', 'burden']",84
4072,ham,"['Ive', 'reached', 'home', 'n', 'bathe', 'liao', 'U', 'call']",56
4073,spam,"['Loans', 'purpose', 'even', 'Bad', 'Credit', 'Tenants', 'Welcome', 'Call', 'NoWorriesLoanscom', '08717111821']",106
4074,ham,"['actual', 'exam', 'harder', 'NBME']",36
4075,ham,"['lot', 'sickness', 'thing', 'going', 'round', 'Take', 'easy', 'Hope', 'u', 'feel', 'better', 'soon', 'Lol']",84
4076,ham,"['God', 'picked', 'flower', 'dippeditinaDEW', 'lovingly', 'touched', 'itwhichturnedinto', 'u', 'gifted', 'tomeandsaidTHIS', 'FRIEND', '4U']",128
4077,spam,"['87077', 'Kick', 'new', 'season', '2wks', 'FREE', 'goals', 'news', 'ur', 'mobile', 'Txt', 'ur', 'club', 'name', '87077', 'eg', 'VILLA', '87077']",114
4078,ham,"['Hey', 'sathya', 'till', 'dint', 'meet', 'even', 'single', 'time', 'saw', 'situation', 'sathya']",96
4079,ham,"['Gam', 'gone', 'outstanding', 'innings']",35
4080,ham,"['played', 'smash', 'bros', 'ltgt', 'religiously']",46
4081,ham,"['Sir', 'good', 'morning', 'Hope', 'good', 'weekend', 'called', 'let', 'know', 'able', 'raise', 'ltgt', 'dad', 'however', 'said', 'would', 'make', 'rest', 'available', 'mid', 'feb', 'amount', 'still', 'quite', 'short', 'hoping', 'would', 'help', 'good', 'day', 'Abiola']",276
4082,ham,"['Hurry', 'home', 'Soup', 'DONE']",25
4083,ham,"['check', 'rooms', 'befor', 'activities']",46
4084,ham,"['Good', 'afternoon', 'love', 'good', 'see', 'words', 'YM', 'get', 'tm', 'smart', 'move', 'slave', 'smiles', 'drink', 'coffee', 'await']",153
4085,ham,"['Quite', 'ok', 'bit', 'ex', 'U', 'better', 'go', 'eat', 'smth', 'else', 'ill', 'feel', 'guilty']",74
4086,spam,"['Orange', 'brings', 'ringtones', 'time', 'Chart', 'Heroes', 'free', 'hit', 'week', 'Go', 'Ringtones', 'Pics', 'wap', 'stop', 'receiving', 'tips', 'reply', 'STOP']",154
4087,ham,"['Lemme', 'know', 'youre']",27
4088,spam,"['PRIVATE', '2003', 'Account', 'Statement', '07973788240', 'shows', '800', 'unredeemed', 'points', 'Call', '08715203649', 'Identifier', 'Code', '40533', 'Expires', '311004']",148
4089,ham,"['needs', 'stop', 'going', 'bed', 'make', 'fucking', 'dealing']",63
4090,ham,"['Love', 'brother', 'Time', 'talk', 'english', 'grins', 'Say', 'Hey', 'Muhommad', 'Penny', 'says', 'hello', 'across', 'sea']",147
4091,spam,"['tried', 'call', 'reply', 'sms', 'video', 'mobile', '750', 'mins', 'UNLIMITED', 'TEXT', 'free', 'camcorder', 'Reply', 'call', '08000930705']",135
4092,ham,"['Hey', 'doc', 'pls', 'want', 'get', 'nice', 'shirt', 'hubby', 'nice', 'fiting', 'ones', 'budget', 'ltgt', 'k', 'help', 'pls', 'load', 'card', 'abi', 'hwkeep', 'posted', 'luv', '2', 'mj']",154
4093,ham,"['remain', 'unconvinced', 'isnt', 'elaborate', 'test', 'willpower']",70
4094,ham,"['Life', 'nothing', 'wen', 'v', 'get', 'everything', 'life', 'everything', 'wen', 'v', 'miss', 'something', 'Real', 'value', 'people', 'wil', 'realized', 'absence', 'gud', 'mrng']",157
4095,ham,['miss'],24
4096,ham,"['aint', 'answerin', 'phone', 'actually', 'pretty', 'reasonable', 'hour', 'Im', 'sleepy']",85
4097,ham,"['Hey', 'rite', 'u', 'put', '»10', 'evey', 'mnth']",48
4098,ham,"['going', 'bed', 'prin']",26
4099,ham,"['think', '…Thanks', 'see', 'tomo']",46
4100,ham,"['u', 'dun', 'drive', 'go', '2', 'sch']",35
4101,ham,"['home', 'lei']",24
4102,spam,"['GSOH', 'Good', 'SPAM', 'ladiesU', 'could', 'b', 'male', 'gigolo', '2', 'join', 'uks', 'fastest', 'growing', 'mens', 'club', 'reply', 'ONCALL', 'mjzgroup', '087143423992stop', 'reply', 'STOP', 'msg£150rcvd']",166
4103,ham,"['Ok', 'come', 'ur', 'home', 'half', 'hour']",49
4104,spam,"['U', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'Ufind', 'Rreveal', 'thinks', 'UR', 'specialcall', '09058094599']",132
4105,ham,"['u', 'hav', 'frnd', 'name', 'ashwini', 'ur', 'college']",48
4106,ham,"['Jus', 'finish', 'lunch', 'way', 'home', 'lor', 'tot', 'u', 'dun', 'wan', '2', 'stay', 'sch', 'today']",80
4107,ham,"['K', '2marrow', 'coming', 'class']",39
4108,spam,"['HOT', 'LIVE', 'FANTASIES', 'call', '08707500020', '20p', 'per', 'min', 'NTT', 'Ltd', 'PO', 'Box', '1327', 'Croydon', 'CR9', '5WB', '0870', 'national', 'rate', 'call']",122
4109,ham,"['Pls', 'send', 'address', 'sir']",29
4110,ham,"['want', 'lick', 'pussy']",32
4111,ham,"['Yo', 'gonna', 'still', 'stock', 'tomorrowtoday', 'Im', 'trying', 'get', 'dubsack']",75
4112,spam,"['URGENT', 'Mobile', 'number', 'awarded', 'UKP2000', 'prize', 'GUARANTEED', 'Call', '09061790125', 'landline', 'Claim', '3030', 'Valid', '12hrs', '150ppm']",141
4113,ham,"['Ill', 'see', 'prolly', 'yeah']",25
4114,ham,"['Thought', 'could', 'go', 'dinner', 'Ill', 'treat', 'Seem', 'ok']",60
4115,ham,"['stand', 'away', 'Doesnt', 'heart', 'ache', 'without', 'Dont', 'wonder', 'Dont', 'crave']",154
4116,ham,"['Sorry', 'never', 'hear', 'unless', 'book', 'One', 'kinda', 'jokethet', 'really', 'looking', 'skinny', 'white', 'girls', 'one', 'lineyou', 'much', 'camera', 'Something', 'like', 'theyre', 'casting', 'look']",230
4117,ham,['doinghow'],27
4118,ham,"['Sure', 'thing', 'big', 'man', 'hockey', 'elections', '6', 'shouldn‘t', 'go', 'longer', 'hour', 'though']",92
4119,ham,"['Watch', 'lor', 'saw', 'swatch', 'one', 'thk', 'quite', 'ok', 'Ard', '116', 'need', '2nd', 'opinion', 'leh']",87
4120,ham,"['Hiya', 'u', 'like', 'hlday', 'pics', 'looked', 'horrible', 'took', 'mo', 'Hows', 'camp', 'Amrca', 'thing', 'Speak', 'soon', 'Serena']",116
4121,ham,"['Babe', 'goes', 'day', 'miss', 'already', 'Love', 'loving', 'kiss', 'hope', 'everything', 'goes', 'well']",126
4122,ham,"['Yunny', 'Im', 'goin', 'late']",28
4123,ham,"['Doc', 'prescribed', 'morphine', 'cause', 'pain', 'meds', 'arent', 'enough', 'Waiting', 'mom', 'bring', 'med', 'kick', 'fast', 'Im', 'gonna', 'try', 'later']",160
4124,ham,"['Cool', 'want', 'go', 'kappa', 'meet', 'outside', 'mu']",60
4125,ham,"['Hey', 'sexy', 'buns', 'told', 'adore', 'loverboy', 'hope', 'remember', 'thank', 'sister', 'law', 'meatballs', 'grins', 'love', 'babe']",153
4126,ham,"['May', 'b', 'approve', 'panalambut', 'posts']",55
4127,spam,"['SPJanuary', 'Male', 'Sale', 'Hot', 'Gay', 'chat', 'cheaper', 'call', '08709222922', 'National', 'rate', '15pmin', 'cheap', '78pmin', 'peak', 'stop', 'texts', 'call', '08712460324', '10pmin']",157
4128,ham,"['Sorry', 'Ill', 'call', 'later']",22
4129,ham,"['dont', 'thnk', 'wrong', 'calling', 'us']",42
4130,ham,"['im', 'workin', 'get', 'job']",36
4131,ham,"['youre', 'done', 'mean']",34
4132,ham,"['Ur', 'luck', 'Love', 'someone', 'Ur', 'fortune', 'Love', 'one', 'Loves', 'U', 'miracle', 'Love', 'person', 'cant', 'Love', 'anyone', 'except', 'U', 'Gud', 'nyt']",153
4133,ham,"['Hi', 'baby', 'ive', 'got', 'back', 'work', 'wanting', 'see', 'u', 'allday', 'hope', 'didnt', 'piss', 'u', 'phone', 'today', 'u', 'give', 'call', 'xxx']",147
4134,spam,"['FreeMsg', 'Todays', 'day', 'ready', 'Im', 'horny', 'live', 'town', 'love', 'sex', 'fun', 'games', 'Netcollex', 'Ltd', '08700621170150p', 'per', 'msg', 'reply', 'Stop', 'end']",152
4135,ham,"['yahoo', 'boys', 'bring', 'perf', 'legal']",55
4136,ham,"['need', 'say', 'anything', 'know', 'outsider']",54
4137,ham,"['ever', 'one', 'foot']",34
4138,ham,"['got', 'ltgt']",22
4139,ham,"['Good', 'don‘t', 'need', 'receipts—well', 'done', '…', 'Yes', 'please', 'tell', 'What‘s', 'number', 'could', 'ring']",103
4140,ham,"['Ever', 'green', 'quote', 'ever', 'told', 'Jerry', 'cartoon', 'Person', 'Irritates', 'u', 'Always', 'one', 'Loves', 'u', 'Vry', 'Much', 'Fails', 'Express', 'gud', 'nyt']",159
4141,ham,"['Leave', 'wif', 'lar', 'Ü', 'wan', 'carry', 'meh', 'heavy', 'da', 'num', '98321561', 'familiar', 'ü']",87
4142,ham,"['Beautiful', 'truth', 'Expression', 'face', 'could', 'seen', 'everyone', 'depression', 'heart', 'Could', 'understood', 'Loved', 'ones', 'Gud', 'Ni8']",153
4143,ham,"['Infact', 'happy', 'new', 'year', 'seeing']",67
4144,spam,"['Simpsons', 'Movie', 'released', 'July', '2007', 'name', 'band', 'died', 'start', 'film', 'AGreen', 'Day', 'BBlue', 'Day', 'CRed', 'Day', 'Send', 'B', 'C']",146
4145,ham,"['Thats', 'shame', 'Maybe', 'cld', 'meet', 'hrs', 'tomo']",48
4146,ham,"['Lol', 'would', 'despite', 'cramps', 'like', 'girl']",57
4147,ham,"['can\x92t', 'wait', 'cornwall', 'Hope', 'tonight', 'isn\x92t', 'bad', 'well', 'it\x92s', 'rock', 'night', 'shite', 'Anyway', 'i\x92m', 'going', 'kip', 'good', 'night', 'Speak', 'soon']",157
4148,ham,"['Pls', 'help', 'tell', 'sura', 'im', 'expecting', 'battery', 'hont', 'pls', 'send', 'message', 'download', 'movies', 'Thanks']",139
4149,spam,"['Please', 'call', 'Amanda', 'regard', 'renewing', 'upgrading', 'current', 'TMobile', 'handset', 'free', 'charge', 'Offer', 'ends', 'today', 'Tel', '0845', '021', '3680', 'subject', 'Ts', 'Cs']",160
4150,ham,"['Havent', 'found', 'way', 'get', 'another', 'app', 'phone', 'eh', 'go', 'net', 'cafe', 'take', 'job', 'Geeee', 'need', 'babe', 'crave', 'see']",158
4151,ham,"['work', 'mon', 'thurs', 'Sat', 'cant', 'leh', 'Booked', 'liao', 'day', 'u', 'free']",90
4152,ham,"['Ü', 'comin', 'fetch', 'us', 'oredi']",28
4153,ham,"['Whats', 'nannys', 'address']",22
4154,spam,"['URGENT', '4', 'Costa', 'Del', 'Sol', 'Holiday', '£5000', 'await', 'collection', 'Call', '09050090044', 'toClaim', 'SAE', 'TC', 'POBox334', 'Stockport', 'SK38xh', 'Cost£150pm', 'Max10mins']",159
4155,ham,"['Haf', 'u', 'eaten', 'Wat', 'time', 'u', 'wan', '2', 'come']",38
4156,spam,"['Want', 'new', 'Video', 'Phone', '750', 'anytime', 'network', 'mins', 'Half', 'price', 'line', 'rental', 'free', 'text', '3', 'months', 'Reply', 'call', '08000930705', 'free', 'delivery']",144
4157,ham,"['Yo', 'call', 'get', 'chance', 'friend', 'mine', 'wanted', 'ask', 'big', 'order']",92
4158,ham,"['single', 'single', 'answers', 'fighting', 'Plus', 'said', 'broke', 'didnt', 'reply']",84
4159,ham,"['certainly', 'puts', 'things', 'perspective', 'something', 'like', 'happens']",74
4160,ham,"['got', 'tv', '2', 'watch', 'meh', 'U', 'work', 'today']",40
4161,ham,"['felt', 'sonot', 'conveying', 'reason', 'Ese']",63
4162,spam,"['mobile', '11', 'months', 'U', 'R', 'entitled', 'Update', 'latest', 'colour', 'mobiles', 'camera', 'Free', 'Call', 'Mobile', 'Update', 'Co', 'FREE', '08002986030']",154
4163,ham,"['Hows', 'going', 'Got', 'exciting', 'karaoke', 'type', 'activities', 'planned', 'Im', 'debating', 'whether', 'play', 'football', 'eve', 'Feeling', 'lazy', 'though']",134
4164,ham,"['told', 'coming', 'wednesday']",35
4165,ham,"['ok', 'called', 'mom', 'instead', 'fun']",35
4166,spam,"['Dear', 'Voucher', 'Holder', 'claim', 'weeks', 'offer', 'PC', 'please', 'go', 'httpwwwwtlpcouktext', 'TsCs', 'apply']",112
4167,ham,"['Well', 'Im', 'desperate', 'Ill', 'call', 'armand']",54
4168,ham,"['work', 'right']",27
4169,spam,"['Congrats', 'Nokia', '3650', 'video', 'camera', 'phone', 'Call', '09066382422', 'Calls', 'cost', '150ppm', 'Ave', 'call', '3mins', 'vary', 'mobiles', '16', 'Close', '300603', 'post', 'BCM4284', 'Ldn', 'WC1N3XX']",157
4170,ham,"['Havent', 'heard', 'anything', 'hes', 'answering', 'texts', 'Im', 'guessing', 'flaked', 'said', 'jb', 'fantastic']",111
4171,ham,"['Mmmmmm', 'love', 'youso', 'much', 'Ahmad', 'cant', 'wait', 'year', 'begin', 'every', 'second', 'takes', 'closer', 'side', 'Happy', 'New', 'Year', 'love']",157
4172,ham,"['Pls', 'whats', 'full', 'name', 'jokes', 'school', 'cos', 'fees', 'university', 'florida', 'seem', 'actually', 'ltgt', 'k', 'Pls', 'holla', 'back']",124
4173,ham,"['Sorry', 'Ill', 'call', 'later']",22
4174,ham,"['Ok', 'said', 'ive', 'got', 'wisdom', 'teeth', 'hidden', 'inside', 'n', 'mayb', 'need', '2', 'remove']",77
4175,ham,"['pls', 'pls', 'drink', 'plenty', 'plenty', 'water']",37
4176,ham,"['Hows', 'queen', 'going', 'royal', 'wedding']",71
4177,ham,"['Hes', 'lag', 'Thats', 'sad', 'part', 'keep', 'touch', 'thanks', 'skype']",74
4178,ham,"['Ok', 'lor', 'go', 'tog', 'lor']",28
4179,ham,"['Two', 'teams', 'waiting', 'players']",34
4180,ham,"['ü', 'send', 'copy', 'da', 'report']",34
4181,ham,"['swhrt', 'u', 'deyhope', 'ur', 'ok', 'tot', 'u', '2daylove', 'n', 'misstake', 'care']",67
4182,ham,"['Ok', 'da', 'already', 'planned', 'wil', 'pick']",41
4183,spam,"['Urgent', 'Please', 'call', '0906346330', 'ABTA', 'complimentary', '4', 'Spanish', 'Holiday', '£10000', 'cash', 'await', 'collection', 'SAE', 'TCs', 'BOX', '47', 'PO19', '2EZ', '150ppm', '18']",143
4184,ham,"['Sorry', 'Ill', 'call', 'later', 'meeting']",33
4185,ham,"['really', 'need', 'shit', 'tomorrow', 'know', 'wont', 'awake', 'like', '6']",83
4186,ham,"['Im', 'good', 'registered', 'vote']",38
4187,ham,"['Hmm', 'ok', 'ill', 'stay', 'like', 'hour', 'cos', 'eye', 'really', 'sore']",61
4188,ham,"['Dear', 'got', 'bus', 'directly', 'calicut']",32
